city,country_code,time,precipitation_sum,wind_speed_10m_max,temperature_2m_max
porto alegre,BR,2017-03-30,0.0,21.3,27.2
porto alegre,BR,2017-03-31,0.0,21.7,26.6
porto alegre,BR,2017-04-01,0.0,23.3,26.3
porto alegre,BR,2017-04-02,0.1,25.5,27.7
porto alegre,BR,2017-04-03,0.0,15.6,28.6
porto alegre,BR,2017-04-04,0.0,10.8,29.7
porto alegre,BR,2017-04-05,6.3,13.3,26.1
porto alegre,BR,2017-04-06,0.1,20.0,25.3
porto alegre,BR,2017-04-07,0.0,27.1,28.1
porto alegre,BR,2017-04-08,0.0,26.0,28.3
porto alegre,BR,2017-04-09,10.5,19.6,27.9
porto alegre,BR,2017-04-10,4.1,17.4,31.8
porto alegre,BR,2017-04-11,3.6,25.4,24.2
porto alegre,BR,2017-04-12,0.0,17.7,21.1
porto alegre,BR,2017-04-13,0.0,19.8,24.5
porto alegre,BR,2017-04-14,0.4,14.6,24.3
porto alegre,BR,2017-04-15,5.0,15.9,25.0
porto alegre,BR,2017-04-16,3.3,20.1,21.8
porto alegre,BR,2017-04-17,0.5,15.5,23.1
porto alegre,BR,2017-04-18,0.1,25.4,23.7
porto alegre,BR,2017-04-19,0.0,21.3,26.9
porto alegre,BR,2017-04-20,1.9,14.4,26.4
porto alegre,BR,2017-04-21,4.8,23.0,24.3
porto alegre,BR,2017-04-22,0.0,12.0,22.1
porto alegre,BR,2017-04-23,0.0,15.8,22.4
porto alegre,BR,2017-04-24,5.0,15.5,22.4
porto alegre,BR,2017-04-25,19.0,21.1,22.6
porto alegre,BR,2017-04-26,49.8,38.2,19.4
porto alegre,BR,2017-04-27,0.0,28.5,17.7
porto alegre,BR,2017-04-28,0.0,14.8,19.9
porto alegre,BR,2017-04-29,0.0,10.0,21.3
porto alegre,BR,2017-04-30,0.0,9.3,22.9
porto alegre,BR,2017-05-01,0.0,10.4,22.4
porto alegre,BR,2017-05-02,0.0,11.9,25.6
porto alegre,BR,2017-05-03,0.0,10.2,25.8
porto alegre,BR,2017-05-04,0.9,10.6,24.0
porto alegre,BR,2017-05-05,0.0,15.9,24.1
porto alegre,BR,2017-05-06,0.6,24.5,23.9
porto alegre,BR,2017-05-07,0.0,19.8,27.1
porto alegre,BR,2017-05-08,3.5,14.0,27.1
porto alegre,BR,2017-05-09,0.6,22.1,22.7
porto alegre,BR,2017-05-10,0.0,13.9,19.7
porto alegre,BR,2017-05-11,0.0,23.5,21.1
porto alegre,BR,2017-05-12,17.5,19.4,20.8
porto alegre,BR,2017-05-13,41.4,17.9,18.9
porto alegre,BR,2017-05-14,3.0,20.3,20.9
porto alegre,BR,2017-05-15,0.1,11.3,20.1
porto alegre,BR,2017-05-16,0.2,11.5,19.4
porto alegre,BR,2017-05-17,0.0,18.8,22.5
porto alegre,BR,2017-05-18,0.1,30.6,23.8
porto alegre,BR,2017-05-19,4.3,29.6,23.7
porto alegre,BR,2017-05-20,5.0,18.9,24.7
porto alegre,BR,2017-05-21,14.9,14.3,19.0
porto alegre,BR,2017-05-22,0.0,17.3,20.9
porto alegre,BR,2017-05-23,4.8,19.6,21.5
porto alegre,BR,2017-05-24,4.3,14.8,25.3
porto alegre,BR,2017-05-25,18.4,18.8,24.4
porto alegre,BR,2017-05-26,51.9,21.0,22.3
porto alegre,BR,2017-05-27,9.4,28.3,18.6
porto alegre,BR,2017-05-28,31.5,24.1,19.1
porto alegre,BR,2017-05-29,5.4,23.1,19.4
porto alegre,BR,2017-05-30,4.1,15.0,19.1
porto alegre,BR,2017-05-31,9.9,23.8,18.2
porto alegre,BR,2017-06-01,51.5,24.0,17.3
porto alegre,BR,2017-06-02,0.5,11.5,18.6
porto alegre,BR,2017-06-03,0.0,10.1,20.7
porto alegre,BR,2017-06-04,14.3,12.8,18.7
porto alegre,BR,2017-06-05,2.6,19.9,17.6
porto alegre,BR,2017-06-06,4.8,20.1,18.4
porto alegre,BR,2017-06-07,36.0,22.3,19.3
porto alegre,BR,2017-06-08,78.5,34.5,19.7
porto alegre,BR,2017-06-09,3.5,31.4,14.0
porto alegre,BR,2017-06-10,0.0,27.6,16.7
porto alegre,BR,2017-06-11,0.0,13.3,18.0
porto alegre,BR,2017-06-12,0.0,8.6,17.8
porto alegre,BR,2017-06-13,0.0,8.7,18.7
porto alegre,BR,2017-06-14,0.0,10.8,18.1
porto alegre,BR,2017-06-15,0.0,13.1,22.8
porto alegre,BR,2017-06-16,0.0,10.7,25.8
porto alegre,BR,2017-06-17,0.0,20.6,27.2
porto alegre,BR,2017-06-18,2.5,28.7,25.0
porto alegre,BR,2017-06-19,0.0,18.7,12.3
porto alegre,BR,2017-06-20,0.0,13.5,13.4
porto alegre,BR,2017-06-21,0.0,14.5,19.5
porto alegre,BR,2017-06-22,0.0,11.9,23.5
porto alegre,BR,2017-06-23,0.0,14.4,25.4
porto alegre,BR,2017-06-24,0.0,14.1,26.1
porto alegre,BR,2017-06-25,0.0,13.7,24.9
porto alegre,BR,2017-06-26,0.0,13.7,23.2
porto alegre,BR,2017-06-27,0.0,16.7,25.5
porto alegre,BR,2017-06-28,0.0,13.8,25.5
porto alegre,BR,2017-06-29,0.0,11.3,23.8
porto alegre,BR,2017-06-30,8.6,16.2,19.0
porto alegre,BR,2017-07-01,0.0,10.5,15.9
porto alegre,BR,2017-07-02,0.0,19.1,17.1
porto alegre,BR,2017-07-03,0.0,17.7,18.5
porto alegre,BR,2017-07-04,0.0,17.8,20.1
porto alegre,BR,2017-07-05,0.0,15.1,23.1
porto alegre,BR,2017-07-06,0.0,11.9,21.9
porto alegre,BR,2017-07-07,0.0,15.5,23.5
porto alegre,BR,2017-07-08,0.0,15.5,25.0
porto alegre,BR,2017-07-09,0.0,10.4,22.0
porto alegre,BR,2017-07-10,0.6,10.7,24.0
porto alegre,BR,2017-07-11,3.5,14.8,20.9
porto alegre,BR,2017-07-12,5.3,15.9,23.2
porto alegre,BR,2017-07-13,0.0,14.4,25.9
porto alegre,BR,2017-07-14,0.0,16.6,27.1
porto alegre,BR,2017-07-15,0.0,23.3,28.0
porto alegre,BR,2017-07-16,8.9,25.0,22.0
porto alegre,BR,2017-07-17,11.3,21.3,9.2
porto alegre,BR,2017-07-18,0.0,18.6,10.8
porto alegre,BR,2017-07-19,0.0,9.4,13.6
porto alegre,BR,2017-07-20,0.0,10.7,18.7
porto alegre,BR,2017-07-21,0.0,16.1,18.4
porto alegre,BR,2017-07-22,0.0,17.8,19.8
porto alegre,BR,2017-07-23,0.0,13.3,25.1
porto alegre,BR,2017-07-24,0.0,15.3,28.9
porto alegre,BR,2017-07-25,0.0,12.8,25.2
porto alegre,BR,2017-07-26,0.0,9.4,24.3
porto alegre,BR,2017-07-27,0.0,8.9,23.3
porto alegre,BR,2017-07-28,0.0,15.1,24.8
porto alegre,BR,2017-07-29,0.0,15.5,25.8
porto alegre,BR,2017-07-30,0.0,11.3,26.3
porto alegre,BR,2017-07-31,0.0,10.9,26.3
porto alegre,BR,2017-08-01,0.0,9.0,26.2
porto alegre,BR,2017-08-02,11.1,17.9,19.2
porto alegre,BR,2017-08-03,9.9,25.8,18.1
porto alegre,BR,2017-08-04,0.0,13.4,17.1
porto alegre,BR,2017-08-05,0.0,23.0,19.9
porto alegre,BR,2017-08-06,0.0,14.1,20.9
porto alegre,BR,2017-08-07,0.0,13.7,23.2
porto alegre,BR,2017-08-08,4.8,21.1,23.6
porto alegre,BR,2017-08-09,0.0,22.0,18.6
porto alegre,BR,2017-08-10,0.0,33.7,20.7
porto alegre,BR,2017-08-11,4.0,33.6,20.6
porto alegre,BR,2017-08-12,1.8,29.5,22.2
porto alegre,BR,2017-08-13,36.3,25.6,19.1
porto alegre,BR,2017-08-14,1.1,23.1,17.7
porto alegre,BR,2017-08-15,0.0,16.2,20.2
porto alegre,BR,2017-08-16,0.0,10.6,19.6
porto alegre,BR,2017-08-17,0.0,11.4,20.5
porto alegre,BR,2017-08-18,0.0,15.3,23.7
porto alegre,BR,2017-08-19,4.7,10.8,25.0
porto alegre,BR,2017-08-20,15.1,36.4,17.1
porto alegre,BR,2017-08-21,0.0,14.8,15.5
porto alegre,BR,2017-08-22,0.0,19.8,19.7
porto alegre,BR,2017-08-23,0.0,15.3,25.1
porto alegre,BR,2017-08-24,0.0,16.3,29.2
porto alegre,BR,2017-08-25,0.0,13.9,29.7
porto alegre,BR,2017-08-26,0.0,14.8,28.0
porto alegre,BR,2017-08-27,1.4,11.2,22.3
porto alegre,BR,2017-08-28,0.4,10.2,25.4
porto alegre,BR,2017-08-29,0.0,10.9,32.3
porto alegre,BR,2017-08-30,5.9,22.8,23.2
porto alegre,BR,2017-08-31,0.0,27.2,21.2
porto alegre,BR,2017-09-01,0.0,22.9,23.4
porto alegre,BR,2017-09-02,0.0,16.2,28.4
porto alegre,BR,2017-09-03,0.0,14.0,32.4
porto alegre,BR,2017-09-04,0.0,14.6,33.0
porto alegre,BR,2017-09-05,4.5,20.6,21.6
porto alegre,BR,2017-09-06,1.7,24.5,22.7
porto alegre,BR,2017-09-07,0.0,16.2,29.3
porto alegre,BR,2017-09-08,0.0,12.3,27.5
porto alegre,BR,2017-09-09,0.0,11.8,28.5
porto alegre,BR,2017-09-10,0.0,20.5,34.1
porto alegre,BR,2017-09-11,2.2,24.4,27.4
porto alegre,BR,2017-09-12,20.0,18.8,19.8
porto alegre,BR,2017-09-13,0.8,21.1,23.3
porto alegre,BR,2017-09-14,13.6,26.0,23.0
porto alegre,BR,2017-09-15,45.5,20.0,19.1
porto alegre,BR,2017-09-16,38.8,23.8,19.4
porto alegre,BR,2017-09-17,10.8,22.0,20.4
porto alegre,BR,2017-09-18,0.0,15.6,21.2
porto alegre,BR,2017-09-19,0.0,18.5,25.3
porto alegre,BR,2017-09-20,0.0,13.8,29.7
porto alegre,BR,2017-09-21,0.0,14.1,31.1
porto alegre,BR,2017-09-22,2.0,21.5,27.6
porto alegre,BR,2017-09-23,4.2,18.4,20.3
porto alegre,BR,2017-09-24,0.0,27.5,22.3
porto alegre,BR,2017-09-25,0.0,19.4,27.3
porto alegre,BR,2017-09-26,0.0,12.9,28.3
porto alegre,BR,2017-09-27,1.2,24.5,24.2
porto alegre,BR,2017-09-28,0.7,24.2,19.4
porto alegre,BR,2017-09-29,13.9,23.0,19.1
porto alegre,BR,2017-09-30,16.7,16.8,22.6
porto alegre,BR,2017-10-01,2.0,25.5,27.6
porto alegre,BR,2017-10-02,0.3,26.6,20.7
porto alegre,BR,2017-10-03,0.0,28.1,21.4
porto alegre,BR,2017-10-04,0.0,17.1,28.6
porto alegre,BR,2017-10-05,0.0,14.5,28.7
porto alegre,BR,2017-10-06,11.8,22.7,26.3
porto alegre,BR,2017-10-07,0.0,28.7,21.9
porto alegre,BR,2017-10-08,6.0,24.4,22.1
porto alegre,BR,2017-10-09,0.6,15.9,26.5
porto alegre,BR,2017-10-10,23.8,25.0,24.8
porto alegre,BR,2017-10-11,55.8,21.3,19.2
porto alegre,BR,2017-10-12,52.3,24.8,23.5
porto alegre,BR,2017-10-13,11.6,20.1,25.1
porto alegre,BR,2017-10-14,2.1,18.7,18.9
porto alegre,BR,2017-10-15,0.0,19.9,22.8
porto alegre,BR,2017-10-16,0.0,21.0,25.1
porto alegre,BR,2017-10-17,0.0,14.8,28.1
porto alegre,BR,2017-10-18,2.0,16.6,30.1
porto alegre,BR,2017-10-19,17.3,25.9,24.8
porto alegre,BR,2017-10-20,0.0,25.2,25.2
porto alegre,BR,2017-10-21,7.3,13.1,22.7
porto alegre,BR,2017-10-22,1.5,22.9,20.0
porto alegre,BR,2017-10-23,0.0,15.5,19.7
porto alegre,BR,2017-10-24,0.0,20.6,25.0
porto alegre,BR,2017-10-25,0.0,17.4,24.6
porto alegre,BR,2017-10-26,0.1,14.5,25.8
porto alegre,BR,2017-10-27,33.3,26.1,26.2
porto alegre,BR,2017-10-28,1.9,35.3,20.2
porto alegre,BR,2017-10-29,0.1,24.6,24.1
porto alegre,BR,2017-10-30,11.9,23.4,26.1
porto alegre,BR,2017-10-31,0.0,19.5,21.7
porto alegre,BR,2017-11-01,0.0,19.1,24.7
porto alegre,BR,2017-11-02,0.0,22.9,26.5
porto alegre,BR,2017-11-03,1.2,22.5,26.6
porto alegre,BR,2017-11-04,9.5,27.7,20.1
porto alegre,BR,2017-11-05,0.0,15.5,22.1
porto alegre,BR,2017-11-06,0.0,22.6,24.0
porto alegre,BR,2017-11-07,0.0,24.5,26.4
porto alegre,BR,2017-11-08,7.9,19.4,21.8
porto alegre,BR,2017-11-09,7.4,13.8,26.8
porto alegre,BR,2017-11-10,6.2,10.9,21.4
porto alegre,BR,2017-11-11,0.0,25.2,26.2
porto alegre,BR,2017-11-12,0.0,26.9,24.7
porto alegre,BR,2017-11-13,0.0,10.7,26.6
porto alegre,BR,2017-11-14,0.0,20.7,28.4
porto alegre,BR,2017-11-15,0.0,17.1,33.2
porto alegre,BR,2017-11-16,11.4,24.5,26.5
porto alegre,BR,2017-11-17,1.0,16.5,24.1
porto alegre,BR,2017-11-18,6.4,19.1,25.8
porto alegre,BR,2017-11-19,0.2,17.8,22.6
porto alegre,BR,2017-11-20,0.0,18.1,26.6
porto alegre,BR,2017-11-21,13.7,33.2,24.8
porto alegre,BR,2017-11-22,0.6,17.1,21.4
porto alegre,BR,2017-11-23,0.0,13.8,26.6
porto alegre,BR,2017-11-24,0.0,25.3,29.4
porto alegre,BR,2017-11-25,45.4,27.7,22.4
porto alegre,BR,2017-11-26,18.4,28.4,22.2
porto alegre,BR,2017-11-27,0.0,12.0,27.2
porto alegre,BR,2017-11-28,0.4,21.8,23.4
porto alegre,BR,2017-11-29,0.0,27.5,23.6
porto alegre,BR,2017-11-30,0.0,34.6,23.4
porto alegre,BR,2017-12-01,0.1,29.1,25.1
porto alegre,BR,2017-12-02,0.0,21.3,28.2
porto alegre,BR,2017-12-03,0.5,15.9,27.6
porto alegre,BR,2017-12-04,7.9,24.4,23.5
porto alegre,BR,2017-12-05,0.1,24.7,24.0
porto alegre,BR,2017-12-06,0.4,18.4,29.3
porto alegre,BR,2017-12-07,15.2,16.5,26.9
porto alegre,BR,2017-12-08,0.0,16.3,27.4
porto alegre,BR,2017-12-09,0.0,17.0,28.9
porto alegre,BR,2017-12-10,0.7,28.6,31.6
porto alegre,BR,2017-12-11,0.1,19.4,23.8
porto alegre,BR,2017-12-12,0.0,25.2,25.5
porto alegre,BR,2017-12-13,0.0,17.0,32.3
porto alegre,BR,2017-12-14,0.0,19.6,33.3
porto alegre,BR,2017-12-15,0.7,20.7,30.6
porto alegre,BR,2017-12-16,0.0,18.1,34.0
porto alegre,BR,2017-12-17,11.1,29.5,35.3
porto alegre,BR,2017-12-18,0.1,26.3,21.7
porto alegre,BR,2017-12-19,1.2,26.0,27.7
porto alegre,BR,2017-12-20,0.7,16.9,27.8
porto alegre,BR,2017-12-21,0.0,22.1,29.3
porto alegre,BR,2017-12-22,0.2,18.1,31.6
porto alegre,BR,2017-12-23,30.4,17.3,29.7
porto alegre,BR,2017-12-24,2.6,25.6,23.0
porto alegre,BR,2017-12-25,0.0,18.4,24.9
porto alegre,BR,2017-12-26,0.0,20.6,30.2
porto alegre,BR,2017-12-27,0.0,15.7,30.2
porto alegre,BR,2017-12-28,0.0,22.7,31.3
porto alegre,BR,2017-12-29,4.8,18.0,29.8
porto alegre,BR,2017-12-30,0.8,24.9,29.7
porto alegre,BR,2017-12-31,0.0,21.6,31.7
porto alegre,BR,2018-01-01,5.3,12.7,30.3
porto alegre,BR,2018-01-02,13.1,17.8,27.3
porto alegre,BR,2018-01-03,0.2,19.1,28.8
porto alegre,BR,2018-01-04,0.0,14.3,31.8
porto alegre,BR,2018-01-05,0.0,15.3,33.5
porto alegre,BR,2018-01-06,1.2,26.5,26.8
porto alegre,BR,2018-01-07,0.0,21.5,27.0
porto alegre,BR,2018-01-08,0.0,27.8,28.4
porto alegre,BR,2018-01-09,0.0,31.0,29.9
porto alegre,BR,2018-01-10,20.1,21.7,30.8
porto alegre,BR,2018-01-11,6.1,17.7,29.7
porto alegre,BR,2018-01-12,1.1,20.9,29.9
porto alegre,BR,2018-01-13,0.4,16.6,30.4
porto alegre,BR,2018-01-14,7.3,18.6,29.2
porto alegre,BR,2018-01-15,7.4,19.5,28.4
porto alegre,BR,2018-01-16,0.8,21.5,27.7
porto alegre,BR,2018-01-17,2.4,19.2,29.1
porto alegre,BR,2018-01-18,11.2,23.0,29.0
porto alegre,BR,2018-01-19,0.2,16.6,29.5
porto alegre,BR,2018-01-20,0.0,24.6,31.8
porto alegre,BR,2018-01-21,13.7,17.8,26.9
porto alegre,BR,2018-01-22,4.8,17.3,28.6
porto alegre,BR,2018-01-23,3.5,23.1,30.4
porto alegre,BR,2018-01-24,10.6,16.3,31.1
porto alegre,BR,2018-01-25,1.0,21.3,26.3
porto alegre,BR,2018-01-26,0.0,29.4,26.4
porto alegre,BR,2018-01-27,0.0,23.9,29.4
porto alegre,BR,2018-01-28,3.6,16.3,28.3
porto alegre,BR,2018-01-29,1.2,22.8,25.8
porto alegre,BR,2018-01-30,1.5,26.7,27.2
porto alegre,BR,2018-01-31,0.0,23.3,27.1
porto alegre,BR,2018-02-01,0.0,22.2,29.7
porto alegre,BR,2018-02-02,0.0,15.8,29.2
porto alegre,BR,2018-02-03,0.4,17.7,26.9
porto alegre,BR,2018-02-04,0.0,22.2,27.1
porto alegre,BR,2018-02-05,0.0,23.4,29.2
porto alegre,BR,2018-02-06,0.0,23.0,29.5
porto alegre,BR,2018-02-07,0.0,23.2,30.4
porto alegre,BR,2018-02-08,0.0,21.8,32.8
porto alegre,BR,2018-02-09,0.2,16.9,32.5
porto alegre,BR,2018-02-10,1.5,17.6,31.9
porto alegre,BR,2018-02-11,6.0,29.3,27.9
porto alegre,BR,2018-02-12,1.8,27.4,23.4
porto alegre,BR,2018-02-13,0.0,19.5,26.0
porto alegre,BR,2018-02-14,0.0,24.7,27.8
porto alegre,BR,2018-02-15,0.0,25.1,28.3
porto alegre,BR,2018-02-16,0.0,27.3,29.7
porto alegre,BR,2018-02-17,0.0,24.2,30.5
porto alegre,BR,2018-02-18,0.0,22.6,32.1
porto alegre,BR,2018-02-19,5.3,17.7,28.0
porto alegre,BR,2018-02-20,25.2,13.8,29.0
porto alegre,BR,2018-02-21,15.0,15.1,26.8
porto alegre,BR,2018-02-22,1.9,18.2,26.1
porto alegre,BR,2018-02-23,1.8,17.7,25.9
porto alegre,BR,2018-02-24,0.0,19.4,28.4
porto alegre,BR,2018-02-25,0.5,13.9,28.7
porto alegre,BR,2018-02-26,0.7,12.4,28.8
porto alegre,BR,2018-02-27,6.3,11.7,28.5
porto alegre,BR,2018-02-28,0.5,13.8,27.3
porto alegre,BR,2018-03-01,0.5,13.0,29.0
porto alegre,BR,2018-03-02,1.1,16.2,28.3
porto alegre,BR,2018-03-03,0.0,15.2,28.4
porto alegre,BR,2018-03-04,6.8,15.3,29.5
porto alegre,BR,2018-03-05,0.5,20.7,30.1
porto alegre,BR,2018-03-06,6.8,22.0,26.3
porto alegre,BR,2018-03-07,0.0,20.2,26.1
porto alegre,BR,2018-03-08,0.0,15.3,25.4
porto alegre,BR,2018-03-09,0.0,20.0,27.3
porto alegre,BR,2018-03-10,0.0,13.4,30.8
porto alegre,BR,2018-03-11,0.2,31.8,33.3
porto alegre,BR,2018-03-12,3.9,15.5,24.9
porto alegre,BR,2018-03-13,0.2,13.3,27.2
porto alegre,BR,2018-03-14,0.5,18.0,30.4
porto alegre,BR,2018-03-15,40.2,27.2,26.5
porto alegre,BR,2018-03-16,0.0,16.0,25.5
porto alegre,BR,2018-03-17,0.2,17.7,29.0
porto alegre,BR,2018-03-18,1.7,16.4,34.5
porto alegre,BR,2018-03-19,17.6,20.4,24.9
porto alegre,BR,2018-03-20,13.9,12.1,21.6
porto alegre,BR,2018-03-21,1.1,15.2,23.2
porto alegre,BR,2018-03-22,0.5,18.4,25.1
porto alegre,BR,2018-03-23,0.1,12.6,29.5
porto alegre,BR,2018-03-24,19.1,17.7,29.6
porto alegre,BR,2018-03-25,12.7,28.9,24.3
porto alegre,BR,2018-03-26,0.3,19.4,22.0
porto alegre,BR,2018-03-27,0.9,23.4,22.8
porto alegre,BR,2018-03-28,1.6,10.8,25.5
porto alegre,BR,2018-03-29,12.2,15.1,27.1
porto alegre,BR,2018-03-30,0.1,12.8,27.1
porto alegre,BR,2018-03-31,22.1,5.8,24.2
porto alegre,BR,2018-04-01,7.6,10.7,24.7
porto alegre,BR,2018-04-02,15.0,23.5,23.4
porto alegre,BR,2018-04-03,4.3,9.7,24.6
porto alegre,BR,2018-04-04,3.3,12.4,24.6
porto alegre,BR,2018-04-05,0.3,12.6,25.8
porto alegre,BR,2018-04-06,0.0,15.5,26.1
porto alegre,BR,2018-04-07,0.0,12.6,28.2
porto alegre,BR,2018-04-08,0.0,16.5,28.5
porto alegre,BR,2018-04-09,0.0,20.7,28.6
porto alegre,BR,2018-04-10,0.0,17.3,30.1
porto alegre,BR,2018-04-11,0.0,15.1,31.6
porto alegre,BR,2018-04-12,0.4,27.4,32.2
porto alegre,BR,2018-04-13,3.5,29.6,23.5
porto alegre,BR,2018-04-14,0.0,24.3,22.9
porto alegre,BR,2018-04-15,0.3,25.0,23.7
porto alegre,BR,2018-04-16,0.0,25.7,24.9
porto alegre,BR,2018-04-17,0.0,17.4,26.3
porto alegre,BR,2018-04-18,0.0,11.3,27.7
porto alegre,BR,2018-04-19,0.0,10.5,29.1
porto alegre,BR,2018-04-20,0.0,12.2,30.3
porto alegre,BR,2018-04-21,12.8,10.2,24.1
porto alegre,BR,2018-04-22,2.3,10.5,28.7
porto alegre,BR,2018-04-23,4.9,11.3,30.5
porto alegre,BR,2018-04-24,0.2,13.1,27.7
porto alegre,BR,2018-04-25,0.8,7.9,27.9
porto alegre,BR,2018-04-26,0.0,13.6,27.2
porto alegre,BR,2018-04-27,0.0,13.0,29.6
porto alegre,BR,2018-04-28,0.0,11.2,30.3
porto alegre,BR,2018-04-29,0.0,11.0,29.8
porto alegre,BR,2018-04-30,2.3,16.2,27.5
porto alegre,BR,2018-05-01,3.4,17.2,21.9
porto alegre,BR,2018-05-02,2.0,19.1,24.8
porto alegre,BR,2018-05-03,0.0,16.3,28.1
porto alegre,BR,2018-05-04,0.0,13.2,26.9
porto alegre,BR,2018-05-05,0.0,18.5,26.7
porto alegre,BR,2018-05-06,0.3,21.1,24.9
porto alegre,BR,2018-05-07,0.1,23.0,24.3
porto alegre,BR,2018-05-08,0.0,21.6,25.7
porto alegre,BR,2018-05-09,0.0,13.3,26.7
porto alegre,BR,2018-05-10,0.0,13.8,28.5
porto alegre,BR,2018-05-11,7.0,29.8,22.0
porto alegre,BR,2018-05-12,0.1,19.9,21.0
porto alegre,BR,2018-05-13,0.0,12.3,20.7
porto alegre,BR,2018-05-14,0.0,12.6,24.5
porto alegre,BR,2018-05-15,3.7,17.6,21.1
porto alegre,BR,2018-05-16,0.1,20.8,19.8
porto alegre,BR,2018-05-17,0.0,16.1,20.2
porto alegre,BR,2018-05-18,33.2,15.9,18.0
porto alegre,BR,2018-05-19,24.8,26.0,16.7
porto alegre,BR,2018-05-20,0.1,26.3,15.2
porto alegre,BR,2018-05-21,0.0,16.6,17.8
porto alegre,BR,2018-05-22,0.1,18.4,17.1
porto alegre,BR,2018-05-23,0.0,13.6,16.0
porto alegre,BR,2018-05-24,0.0,10.3,16.8
porto alegre,BR,2018-05-25,0.0,11.0,18.5
porto alegre,BR,2018-05-26,0.0,10.5,22.0
porto alegre,BR,2018-05-27,0.0,11.9,24.6
porto alegre,BR,2018-05-28,0.0,15.2,26.0
porto alegre,BR,2018-05-29,0.0,14.4,26.0
porto alegre,BR,2018-05-30,0.0,13.4,26.1
porto alegre,BR,2018-05-31,1.3,11.0,24.9
porto alegre,BR,2018-06-01,20.5,15.6,21.5
porto alegre,BR,2018-06-02,3.4,20.2,16.4
porto alegre,BR,2018-06-03,0.0,14.4,13.9
porto alegre,BR,2018-06-04,2.6,19.5,19.0
porto alegre,BR,2018-06-05,1.7,22.0,15.7
porto alegre,BR,2018-06-06,2.4,18.4,14.4
porto alegre,BR,2018-06-07,0.0,22.7,15.5
porto alegre,BR,2018-06-08,0.0,19.7,15.3
porto alegre,BR,2018-06-09,0.0,12.0,18.9
porto alegre,BR,2018-06-10,3.6,16.9,25.1
porto alegre,BR,2018-06-11,28.4,27.5,26.7
porto alegre,BR,2018-06-12,7.4,21.3,19.9
porto alegre,BR,2018-06-13,0.1,34.6,16.0
porto alegre,BR,2018-06-14,0.0,14.5,12.2
porto alegre,BR,2018-06-15,0.0,12.9,11.1
porto alegre,BR,2018-06-16,0.0,7.9,11.9
porto alegre,BR,2018-06-17,0.0,8.5,13.2
porto alegre,BR,2018-06-18,0.0,9.4,15.3
porto alegre,BR,2018-06-19,0.0,9.4,18.3
porto alegre,BR,2018-06-20,0.0,11.5,22.2
porto alegre,BR,2018-06-21,2.7,26.9,24.6
porto alegre,BR,2018-06-22,0.0,12.3,16.2
porto alegre,BR,2018-06-23,10.7,19.8,26.2
porto alegre,BR,2018-06-24,21.2,15.5,13.5
porto alegre,BR,2018-06-25,16.4,12.3,14.3
porto alegre,BR,2018-06-26,0.0,12.7,14.7
porto alegre,BR,2018-06-27,0.0,9.6,17.5
porto alegre,BR,2018-06-28,9.2,9.5,18.3
porto alegre,BR,2018-06-29,3.1,13.1,21.5
porto alegre,BR,2018-06-30,0.0,12.4,19.0
porto alegre,BR,2018-07-01,0.0,13.1,22.1
porto alegre,BR,2018-07-02,7.6,24.9,21.7
porto alegre,BR,2018-07-03,0.5,23.6,13.2
porto alegre,BR,2018-07-04,5.7,12.9,12.9
porto alegre,BR,2018-07-05,10.7,10.7,14.5
porto alegre,BR,2018-07-06,2.6,29.6,17.0
porto alegre,BR,2018-07-07,8.1,23.8,22.4
porto alegre,BR,2018-07-08,0.1,32.7,16.5
porto alegre,BR,2018-07-09,8.3,23.5,13.1
porto alegre,BR,2018-07-10,4.1,18.9,15.5
porto alegre,BR,2018-07-11,0.0,9.2,15.5
porto alegre,BR,2018-07-12,0.0,8.9,15.7
porto alegre,BR,2018-07-13,0.0,9.6,18.6
porto alegre,BR,2018-07-14,0.0,10.8,22.7
porto alegre,BR,2018-07-15,1.5,19.1,26.9
porto alegre,BR,2018-07-16,19.9,22.9,17.4
porto alegre,BR,2018-07-17,28.1,24.9,20.6
porto alegre,BR,2018-07-18,0.5,13.7,26.5
porto alegre,BR,2018-07-19,0.0,11.6,28.5
porto alegre,BR,2018-07-20,9.7,29.9,27.1
porto alegre,BR,2018-07-21,0.2,31.5,13.7
porto alegre,BR,2018-07-22,0.0,15.0,18.1
porto alegre,BR,2018-07-23,11.2,20.2,15.3
porto alegre,BR,2018-07-24,20.4,22.3,15.5
porto alegre,BR,2018-07-25,30.8,28.4,15.9
porto alegre,BR,2018-07-26,13.2,21.3,19.2
porto alegre,BR,2018-07-27,0.6,9.2,15.5
porto alegre,BR,2018-07-28,10.8,14.1,21.9
porto alegre,BR,2018-07-29,1.1,29.0,16.1
porto alegre,BR,2018-07-30,0.0,13.7,16.5
porto alegre,BR,2018-07-31,0.0,18.3,15.2
porto alegre,BR,2018-08-01,0.0,15.5,14.0
porto alegre,BR,2018-08-02,0.0,18.9,18.9
porto alegre,BR,2018-08-03,0.0,14.4,21.6
porto alegre,BR,2018-08-04,0.9,24.1,21.0
porto alegre,BR,2018-08-05,0.0,20.0,15.0
porto alegre,BR,2018-08-06,0.0,10.9,17.2
porto alegre,BR,2018-08-07,0.0,17.6,21.2
porto alegre,BR,2018-08-08,6.1,22.7,19.3
porto alegre,BR,2018-08-09,5.8,30.2,13.6
