source_name,source_group,load_type,adf_pipeline_name,status,window_start,window_end,files_read,started_at,ended_at,duration_sec,error_message
za_order_lines,za_platform,INCREMENTAL,pl_ingest_files,SUCCEEDED,2026-09-12T09:21:33.9727331,2026-09-12T09:37:56.0708029,0.0,2026-09-12T09:37:56.0000000,2026-09-12T09:38:23.0000000,27,
za_customers,za_platform,INCREMENTAL,pl_ingest_files,SUCCEEDED,2026-09-12T09:22:20.6907764,2026-09-12T09:38:47.5841827,0.0,2026-09-12T09:38:48.0000000,2026-09-12T09:39:17.0000000,29,
za_refunds,za_platform,INCREMENTAL,pl_ingest_files,SUCCEEDED,2026-09-12T09:23:01.1593042,2026-09-12T09:39:41.5659962,0.0,2026-09-12T09:39:42.0000000,2026-09-12T09:40:10.0000000,28,
za_orders,za_platform,INCREMENTAL,pl_ingest_files,FAILED,2026-09-12T09:37:15.1448078,2026-09-12T16:33:58.3772972,,2026-09-12T16:33:58.0000000,2026-09-12T16:34:34.0000000,36,"Quality gate failed: expected at least 22 files, got 0"
za_order_lines,za_platform,INCREMENTAL,pl_ingest_files,FAILED,2026-09-12T09:37:56.0708029,2026-09-12T16:34:46.4463647,,2026-09-12T16:34:46.0000000,2026-09-12T16:35:15.0000000,29,"Quality gate failed: expected at least 22 files, got 0"
za_customers,za_platform,INCREMENTAL,pl_ingest_files,FAILED,2026-09-12T09:38:47.5841827,2026-09-12T16:35:28.7984200,,2026-09-12T16:35:29.0000000,2026-09-12T16:35:56.0000000,27,"Quality gate failed: expected at least 22 files, got 0"
za_refunds,za_platform,INCREMENTAL,pl_ingest_files,FAILED,2026-09-12T09:39:41.5659962,2026-09-12T16:36:19.2617249,,2026-09-12T16:36:19.0000000,2026-09-12T16:36:50.0000000,31,"Quality gate failed: expected at least 90 files, got 0"
za_orders,za_platform,INCREMENTAL,pl_ingest_files,SUCCEEDED,2026-09-12T09:37:15.1448078,2026-09-12T16:43:10.5784421,0.0,2026-09-12T16:43:11.0000000,2026-09-12T16:43:48.0000000,37,
za_order_lines,za_platform,INCREMENTAL,pl_ingest_files,SUCCEEDED,2026-09-12T09:37:56.0708029,2026-09-12T16:44:17.5689017,0.0,2026-09-12T16:44:18.0000000,2026-09-12T16:44:48.0000000,30,
za_customers,za_platform,INCREMENTAL,pl_ingest_files,SUCCEEDED,2026-09-12T09:38:47.5841827,2026-09-12T16:45:00.1610992,0.0,2026-09-12T16:45:00.0000000,2026-09-12T16:45:27.0000000,27,
za_refunds,za_platform,INCREMENTAL,pl_ingest_files,SUCCEEDED,2026-09-12T09:39:41.5659962,2026-09-12T16:45:37.9590698,0.0,2026-09-12T16:45:38.0000000,2026-09-12T16:46:04.0000000,26,
fx_rates_ecb,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-11T22:14:42.1060887,2026-09-12T16:47:39.5164475,,2026-09-12T16:47:40.0000000,2026-09-12T16:48:15.0000000,35,
fx_rates_ecb,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-12T16:47:39.5164475,2026-09-12T16:48:37.5399581,,2026-09-12T16:48:38.0000000,2026-09-12T16:49:03.0000000,25,
holidays_nager,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-11T22:18:15.9332087,2026-09-12T16:49:12.6614163,,2026-09-12T16:49:13.0000000,2026-09-12T16:49:36.0000000,23,
holidays_nager,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-12T16:49:12.6614163,2026-09-12T16:49:52.7348289,,2026-09-12T16:49:53.0000000,2026-09-12T16:50:18.0000000,25,
holidays_nager,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-12T16:49:52.7348289,2026-09-12T16:50:44.5377021,,2026-09-12T16:50:45.0000000,2026-09-12T16:51:12.0000000,27,
holidays_nager,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-12T16:50:44.5377021,2026-09-12T16:51:23.6669323,,2026-09-12T16:51:24.0000000,2026-09-12T16:51:54.0000000,30,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-11T22:48:12.5977126,2026-09-12T16:52:04.8304244,,2026-09-12T16:52:05.0000000,2026-09-12T16:52:33.0000000,28,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-12T16:52:04.8304244,2026-09-12T16:52:49.3688843,,2026-09-12T16:52:49.0000000,2026-09-12T16:53:15.0000000,26,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-12T16:52:49.3688843,2026-09-12T16:53:25.7895072,,2026-09-12T16:53:26.0000000,2026-09-12T16:53:51.0000000,25,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-12T16:53:25.7895072,2026-09-12T16:54:03.4513250,,2026-09-12T16:54:03.0000000,2026-09-12T16:54:28.0000000,25,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-12T16:54:03.4513250,2026-09-12T16:54:39.9410545,,2026-09-12T16:54:40.0000000,2026-09-12T16:55:09.0000000,29,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-12T16:54:39.9410545,2026-09-12T16:55:28.7195381,,2026-09-12T16:55:29.0000000,2026-09-12T16:55:55.0000000,26,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-12T16:55:28.7195381,2026-09-12T16:56:13.4227783,,2026-09-12T16:56:13.0000000,2026-09-12T16:56:41.0000000,28,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-12T16:56:13.4227783,2026-09-12T16:56:51.2479846,,2026-09-12T16:56:51.0000000,2026-09-12T16:57:18.0000000,27,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-12T16:56:51.2479846,2026-09-12T16:57:29.8134261,,2026-09-12T16:57:30.0000000,2026-09-12T16:57:56.0000000,26,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-12T16:57:29.8134261,2026-09-12T16:58:21.6396985,,2026-09-12T16:58:22.0000000,2026-09-12T16:58:49.0000000,27,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-12T16:58:21.6396985,2026-09-12T16:59:00.6620915,,2026-09-12T16:59:01.0000000,2026-09-12T16:59:27.0000000,26,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-12T16:59:00.6620915,2026-09-12T16:59:48.9959536,,2026-09-12T16:59:49.0000000,2026-09-12T17:00:26.0000000,37,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-12T16:59:48.9959536,2026-09-12T17:01:05.7182969,,2026-09-12T17:01:06.0000000,2026-09-12T17:01:39.0000000,33,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-12T17:01:05.7182969,2026-09-12T17:02:09.8966604,,2026-09-12T17:02:10.0000000,2026-09-12T17:02:40.0000000,30,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-12T17:02:09.8966604,2026-09-12T17:02:55.6454703,,2026-09-12T17:02:56.0000000,2026-09-12T17:03:29.0000000,33,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-12T17:02:55.6454703,2026-09-12T17:03:49.5461760,,2026-09-12T17:03:50.0000000,2026-09-12T17:04:17.0000000,27,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-12T17:03:49.5461760,2026-09-12T17:04:35.9139815,,2026-09-12T17:04:36.0000000,2026-09-12T17:05:08.0000000,32,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-12T17:04:35.9139815,2026-09-12T17:05:22.2345855,,2026-09-12T17:05:22.0000000,2026-09-12T17:05:56.0000000,34,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-12T17:05:22.2345855,2026-09-12T17:06:18.3303521,,2026-09-12T17:06:18.0000000,2026-09-12T17:06:45.0000000,27,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-12T17:06:18.3303521,2026-09-12T17:07:00.5378610,,2026-09-12T17:07:01.0000000,2026-09-12T17:07:31.0000000,30,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-12T17:07:00.5378610,2026-09-12T17:07:45.6653949,,2026-09-12T17:07:46.0000000,2026-09-12T17:08:13.0000000,27,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-12T17:07:45.6653949,2026-09-12T17:08:27.8240163,,2026-09-12T17:08:28.0000000,2026-09-12T17:08:55.0000000,27,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-12T17:08:27.8240163,2026-09-12T17:09:35.6925717,,2026-09-12T17:09:36.0000000,2026-09-12T17:10:01.0000000,25,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-12T17:09:35.6925717,2026-09-12T17:10:24.4826361,,2026-09-12T17:10:24.0000000,2026-09-12T17:10:52.0000000,28,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-12T17:10:24.4826361,2026-09-12T17:11:19.2592013,,2026-09-12T17:11:19.0000000,2026-09-12T17:11:46.0000000,27,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-12T17:11:19.2592013,2026-09-12T17:11:57.2984108,,2026-09-12T17:11:57.0000000,2026-09-12T17:12:22.0000000,25,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-12T17:11:57.2984108,2026-09-12T17:12:32.9209006,,2026-09-12T17:12:33.0000000,2026-09-12T17:13:01.0000000,28,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-12T17:12:32.9209006,2026-09-12T17:13:12.1549032,,2026-09-12T17:13:12.0000000,2026-09-12T17:13:40.0000000,28,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-12T17:13:12.1549032,2026-09-12T17:13:54.8907790,,2026-09-12T17:13:55.0000000,2026-09-12T17:14:21.0000000,26,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-12T17:13:54.8907790,2026-09-12T17:14:57.9622973,,2026-09-12T17:14:58.0000000,2026-09-12T17:15:26.0000000,28,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-12T17:14:57.9622973,2026-09-12T17:15:52.0256854,,2026-09-12T17:15:52.0000000,2026-09-12T17:16:18.0000000,26,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-12T17:15:52.0256854,2026-09-12T17:16:49.7901044,,2026-09-12T17:16:50.0000000,2026-09-12T17:17:16.0000000,26,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-12T17:16:49.7901044,2026-09-12T17:17:36.2273023,,2026-09-12T17:17:36.0000000,2026-09-12T17:18:02.0000000,26,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-12T17:17:36.2273023,2026-09-12T17:18:13.2964081,,2026-09-12T17:18:13.0000000,2026-09-12T17:18:44.0000000,31,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-12T17:18:13.2964081,2026-09-12T17:18:53.9788235,,2026-09-12T17:18:54.0000000,2026-09-12T17:19:18.0000000,24,
weather_openmeteo,api,FULL,pl_ingest_apis,SUCCEEDED,2026-09-12T17:18:53.9788235,2026-09-12T17:19:30.3025214,,2026-09-12T17:19:30.0000000,2026-09-12T17:20:00.0000000,30,
olist_orders,olist,FULL,pl_ingest_files,SUCCEEDED,2026-09-12T09:27:51.6757141,2026-09-12T17:31:12.6008927,1.0,2026-09-12T17:31:13.0000000,2026-09-12T17:31:51.0000000,38,
olist_order_items,olist,FULL,pl_ingest_files,SUCCEEDED,2026-09-12T09:28:41.1191842,2026-09-12T17:32:12.6905398,1.0,2026-09-12T17:32:13.0000000,2026-09-12T17:32:42.0000000,29,
olist_customers,olist,FULL,pl_ingest_files,SUCCEEDED,2026-09-12T09:29:26.4144142,2026-09-12T17:33:08.5381846,1.0,2026-09-12T17:33:09.0000000,2026-09-12T17:33:36.0000000,27,
olist_products,olist,FULL,pl_ingest_files,SUCCEEDED,2026-09-12T09:30:14.8063464,2026-09-12T17:33:50.2648675,1.0,2026-09-12T17:33:50.0000000,2026-09-12T17:34:19.0000000,29,
olist_sellers,olist,FULL,pl_ingest_files,SUCCEEDED,2026-09-12T09:31:04.4535083,2026-09-12T17:34:42.5378903,1.0,2026-09-12T17:34:43.0000000,2026-09-12T17:35:14.0000000,31,
olist_order_payments,olist,FULL,pl_ingest_files,SUCCEEDED,2026-09-12T09:31:45.7937643,2026-09-12T17:35:59.3360652,1.0,2026-09-12T17:35:59.0000000,2026-09-12T17:36:29.0000000,30,
olist_order_reviews,olist,FULL,pl_ingest_files,SUCCEEDED,2026-09-12T09:32:55.6500555,2026-09-12T17:36:54.9241444,1.0,2026-09-12T17:36:55.0000000,2026-09-12T17:37:22.0000000,27,
olist_geolocation,olist,FULL,pl_ingest_files,SUCCEEDED,2026-09-12T09:33:40.2741292,2026-09-12T17:37:37.2714887,1.0,2026-09-12T17:37:37.0000000,2026-09-12T17:38:06.0000000,29,
olist_category_xlat,olist,FULL,pl_ingest_files,SUCCEEDED,2026-09-12T09:34:33.4528507,2026-09-12T17:38:24.7961932,1.0,2026-09-12T17:38:25.0000000,2026-09-12T17:38:50.0000000,25,
br_merchant_snapshot,merchant_master,SNAPSHOT,pl_ingest_files,SUCCEEDED,2026-09-12T08:11:47.4128838,2026-09-12T17:39:01.8173366,22.0,2026-09-12T17:39:02.0000000,2026-09-12T17:39:29.0000000,27,
za_vendor_snapshot,merchant_master,SNAPSHOT,pl_ingest_files,SUCCEEDED,2026-09-12T08:12:41.7087981,2026-09-12T17:39:41.9989878,22.0,2026-09-12T17:39:42.0000000,2026-09-12T17:40:15.0000000,33,
za_orders,za_platform,INCREMENTAL,pl_ingest_files,SUCCEEDED,2026-09-12T16:43:10.5784421,2026-09-12T17:40:28.0813318,0.0,2026-09-12T17:40:28.0000000,2026-09-12T17:40:54.0000000,26,
za_order_lines,za_platform,INCREMENTAL,pl_ingest_files,SUCCEEDED,2026-09-12T16:44:17.5689017,2026-09-12T17:41:10.1313829,0.0,2026-09-12T17:41:10.0000000,2026-09-12T17:41:39.0000000,29,
za_customers,za_platform,INCREMENTAL,pl_ingest_files,SUCCEEDED,2026-09-12T16:45:00.1610992,2026-09-12T17:41:51.7227556,0.0,2026-09-12T17:41:52.0000000,2026-09-12T17:42:17.0000000,25,
za_refunds,za_platform,INCREMENTAL,pl_ingest_files,SUCCEEDED,2026-09-12T16:45:37.9590698,2026-09-12T17:42:43.4609595,0.0,2026-09-12T17:42:43.0000000,2026-09-12T17:43:11.0000000,28,
